review_text,output
"Horrible quality shirt. The style broke quickly, not recommended.",Negative
Really upset with this backpack. low quality and totally unreliable.,Negative
Not happy with this shoes. poorly made and feels flimsy.,Negative
"Awful tablet! The style arrived damaged, completely unusable.",Negative
Very frustrated with this smartphone. poorly made and doesn’t work.,Negative
I regret buying this tablet. malfunctions often and poor quality.,Negative
The headphones is awful. stopped working and stopped working after a month.,Negative
"This book is terrible. The performance stopped working, waste of money.",Negative
Not happy with this tablet. unreliable and feels poorly made.,Negative
This laptop failed me. unreliable and feels poorly made.,Negative
"Terrible backpack, difficult to use and completely disappointing.",Negative
Really bad camera. flimsy materials and not as described.,Negative
Really disappointed with this headphones. It’s stopped working and not sleek.,Negative
This shirt is useless. malfunctions often and broke quickly.,Negative
"This camera is terrible. The comfort malfunctions often, waste of money.",Negative
This laptop failed me. unreliable and feels flimsy.,Negative
"This camera is a letdown. The features low quality, not worth it.",Negative
"This book is terrible. The material stopped working, waste of money.",Negative
"Terrible shirt, flimsy materials and completely cheap.",Negative
Really upset with this camera. malfunctions often and totally disappointing.,Negative
The headphones is awful. flimsy materials and stopped working after one use.,Negative
"This smartphone is a waste. The battery not as advertised, very poorly made.",Negative
"Horrible book, not as advertised and broke after a few days.",Negative
"This laptop is a waste. The material stopped working, very flimsy.",Negative
Disappointing smartphone. stopped working and poor customer service.,Negative
"This headphones is a waste. The design unreliable, very unreliable.",Negative
"This laptop is terrible. The battery low quality, waste of money.",Negative
Disappointing book. stopped working and poor customer service.,Negative
Really bad tablet. difficult to use and not as described.,Negative
Terrible purchase! This backpack not as advertised and is not high-quality.,Negative
I regret buying this shirt. not as advertised and poor quality.,Negative
"This laptop is terrible. The design poorly made, waste of money.",Negative
"This camera is a waste. The comfort difficult to use, very disappointing.",Negative
"Horrible quality headphones. The sound arrived damaged, not recommended.",Negative
Really upset with this tablet. not as advertised and totally disappointing.,Negative
"This smartphone is a waste. The design low quality, very flimsy.",Negative
"Terrible shirt, broke quickly and completely poorly made.",Negative
"Horrible quality shoes. The material broke quickly, not recommended.",Negative
Really upset with this laptop. unreliable and totally flimsy.,Negative
Very frustrated with this shoes. not as advertised and doesn’t work.,Negative
"This shirt is junk. The design stopped working, total disappointment.",Negative
"Terrible book, stopped working and completely cheap.",Negative
"Terrible smartphone, broke quickly and completely unreliable.",Negative
"Horrible quality shoes. The sound poorly made, not recommended.",Negative
Really disappointed with this tablet. It’s flimsy materials and not great.,Negative
Very frustrated with this camera. stopped working and doesn’t work.,Negative
"This tablet is junk. The battery flimsy materials, total disappointment.",Negative
"Horrible quality backpack. The sound flimsy materials, not recommended.",Negative
Disappointing book. low quality and poor customer service.,Negative
Really upset with this smartphone. arrived damaged and totally flimsy.,Negative
This watch failed me. poorly made and feels unreliable.,Negative
The watch is awful. difficult to use and stopped working after a month.,Negative
"Horrible quality tablet. The material broke quickly, not recommended.",Negative
"This camera is terrible. The comfort stopped working, waste of money.",Negative
"This camera is a letdown. The durability low quality, not worth it.",Negative
Not happy with this backpack. unreliable and feels flimsy.,Negative
Not happy with this camera. unreliable and feels unreliable.,Negative
Disappointing book. flimsy materials and poor customer service.,Negative
"This tablet is a waste. The battery difficult to use, very disappointing.",Negative
Not happy with this backpack. flimsy materials and feels flimsy.,Negative
"This laptop is junk. The features poorly made, total disappointment.",Negative
Very frustrated with this tablet. broke quickly and doesn’t work.,Negative
Disappointing laptop. low quality and poor customer service.,Negative
Really disappointed with this shoes. It’s difficult to use and not awesome.,Negative
"This headphones is terrible. The comfort arrived damaged, waste of money.",Negative
"Awful book! The features stopped working, completely unusable.",Negative
Disappointing camera. not as advertised and poor customer service.,Negative
"This backpack is junk. The display malfunctions often, total disappointment.",Negative
"Horrible watch, stopped working and broke after a week.",Negative
This headphones is a scam. arrived damaged and not worth the price.,Negative
"Horrible quality tablet. The battery broke quickly, not recommended.",Negative
This laptop is useless. broke quickly and broke quickly.,Negative
"This book is terrible. The design difficult to use, waste of money.",Negative
"Horrible quality book. The performance malfunctions often, not recommended.",Negative
"Horrible quality laptop. The comfort poorly made, not recommended.",Negative
This backpack is a scam. malfunctions often and not worth the price.,Negative
I regret buying this tablet. unreliable and poor quality.,Negative
Very frustrated with this laptop. difficult to use and doesn’t work.,Negative
"Terrible backpack, not as advertised and completely unreliable.",Negative
"This shirt is junk. The style malfunctions often, total disappointment.",Negative
Really bad book. poorly made and not as described.,Negative
Very frustrated with this shoes. arrived damaged and doesn’t work.,Negative
Terrible purchase! This tablet flimsy materials and is not durable.,Negative
This camera is a scam. poorly made and not worth the price.,Negative
"This book is a waste. The material not as advertised, very unreliable.",Negative
This watch failed me. unreliable and feels cheap.,Negative
"Horrible shirt, malfunctions often and broke after one use.",Negative
"This laptop is terrible. The performance not as advertised, waste of money.",Negative
Not happy with this tablet. poorly made and feels disappointing.,Negative
"Horrible quality shirt. The comfort unreliable, not recommended.",Negative
Really disappointed with this laptop. It’s stopped working and not reliable.,Negative
This shoes is a scam. not as advertised and not worth the price.,Negative
Really disappointed with this camera. It’s broke quickly and not great.,Negative
Very frustrated with this headphones. malfunctions often and doesn’t work.,Negative
This shirt is a scam. poorly made and not worth the price.,Negative
Terrible purchase! This laptop not as advertised and is not excellent.,Negative
Really upset with this headphones. malfunctions often and totally cheap.,Negative
This watch is useless. stopped working and broke quickly.,Negative
Really bad camera. not as advertised and not as described.,Negative
"Terrible book, arrived damaged and completely flimsy.",Negative
Really bad shoes. stopped working and not as described.,Negative
"Awful shoes! The features not as advertised, completely unusable.",Negative
"This tablet is junk. The features not as advertised, total disappointment.",Negative
Really disappointed with this backpack. It’s broke quickly and not great.,Negative
This headphones is a scam. low quality and not worth the price.,Negative
"Awful backpack! The sound not as advertised, completely unusable.",Negative
This shoes is a scam. not as advertised and not worth the price.,Negative
The watch is awful. unreliable and stopped working after a month.,Negative
Really disappointed with this headphones. It’s stopped working and not reliable.,Negative
I regret buying this laptop. broke quickly and poor quality.,Negative
This tablet failed me. unreliable and feels disappointing.,Negative
Terrible purchase! This shoes unreliable and is not high-quality.,Negative
"Awful shirt! The comfort arrived damaged, completely unusable.",Negative
"This camera is a letdown. The display broke quickly, not worth it.",Negative
Very frustrated with this tablet. arrived damaged and doesn’t work.,Negative
Disappointing shoes. unreliable and poor customer service.,Negative
Not happy with this book. broke quickly and feels cheap.,Negative
"Awful laptop! The battery difficult to use, completely unusable.",Negative
"Horrible quality laptop. The performance not as advertised, not recommended.",Negative
The book is awful. broke quickly and stopped working after first try.,Negative
Terrible purchase! This smartphone arrived damaged and is not impressive.,Negative
"This shirt is junk. The durability arrived damaged, total disappointment.",Negative
This smartphone is a scam. poorly made and not worth the price.,Negative
Very frustrated with this watch. arrived damaged and doesn’t work.,Negative
"Terrible watch, low quality and completely unreliable.",Negative
This watch failed me. broke quickly and feels disappointing.,Negative
"This smartphone is a waste. The features arrived damaged, very poorly made.",Negative
"This laptop is a letdown. The battery flimsy materials, not worth it.",Negative
"Terrible smartphone, unreliable and completely disappointing.",Negative
Terrible purchase! This book malfunctions often and is not excellent.,Negative
"Awful shirt! The sound arrived damaged, completely unusable.",Negative
I regret buying this watch. flimsy materials and poor quality.,Negative
Terrible purchase! This shoes flimsy materials and is not awesome.,Negative
"Terrible smartphone, unreliable and completely poorly made.",Negative
"This tablet is a waste. The features malfunctions often, very poorly made.",Negative
"Terrible camera, difficult to use and completely disappointing.",Negative
"This smartphone is a waste. The sound arrived damaged, very cheap.",Negative
"This shoes is junk. The sound poorly made, total disappointment.",Negative
"Horrible quality backpack. The performance broke quickly, not recommended.",Negative
"This camera is a waste. The material difficult to use, very flimsy.",Negative
Really disappointed with this shirt. It’s unreliable and not impressive.,Negative
Really disappointed with this camera. It’s poorly made and not excellent.,Negative
This shoes failed me. unreliable and feels disappointing.,Negative
Terrible purchase! This shoes difficult to use and is not durable.,Negative
Really disappointed with this camera. It’s poorly made and not reliable.,Negative
Really bad laptop. not as advertised and not as described.,Negative
Really bad tablet. poorly made and not as described.,Negative
"Awful shoes! The design arrived damaged, completely unusable.",Negative
"Horrible camera, malfunctions often and broke after a few days.",Negative
Terrible purchase! This watch poorly made and is not superb.,Negative
"Horrible shoes, not as advertised and broke after a few days.",Negative
Very frustrated with this smartphone. not as advertised and doesn’t work.,Negative
"This camera is terrible. The durability stopped working, waste of money.",Negative
I regret buying this camera. poorly made and poor quality.,Negative
Disappointing book. malfunctions often and poor customer service.,Negative
Disappointing shoes. poorly made and poor customer service.,Negative
I regret buying this smartphone. stopped working and poor quality.,Negative
Not happy with this backpack. stopped working and feels unreliable.,Negative
"Terrible laptop, stopped working and completely unreliable.",Negative
Terrible purchase! This smartphone flimsy materials and is not fantastic.,Negative
This shoes is a scam. stopped working and not worth the price.,Negative
"Horrible tablet, broke quickly and broke after a month.",Negative
The watch is awful. flimsy materials and stopped working after one use.,Negative
Very frustrated with this camera. not as advertised and doesn’t work.,Negative
Really bad shirt. difficult to use and not as described.,Negative
This laptop is useless. malfunctions often and broke quickly.,Negative
"This shirt is junk. The sound poorly made, total disappointment.",Negative
"This headphones is terrible. The style malfunctions often, waste of money.",Negative
Disappointing headphones. poorly made and poor customer service.,Negative
"This watch is terrible. The material arrived damaged, waste of money.",Negative
This watch is useless. difficult to use and broke quickly.,Negative
I regret buying this book. low quality and poor quality.,Negative
Disappointing tablet. flimsy materials and poor customer service.,Negative
Not happy with this headphones. low quality and feels flimsy.,Negative
Very frustrated with this headphones. difficult to use and doesn’t work.,Negative
Not happy with this smartphone. not as advertised and feels flimsy.,Negative
Disappointing tablet. broke quickly and poor customer service.,Negative
"Awful shoes! The features flimsy materials, completely unusable.",Negative
This shirt is a scam. arrived damaged and not worth the price.,Negative
"This tablet is a letdown. The style stopped working, not worth it.",Negative
I regret buying this tablet. malfunctions often and poor quality.,Negative
This watch failed me. stopped working and feels disappointing.,Negative
This shoes is a scam. arrived damaged and not worth the price.,Negative
Not happy with this tablet. malfunctions often and feels cheap.,Negative
"This headphones is a letdown. The style unreliable, not worth it.",Negative
Really upset with this watch. malfunctions often and totally cheap.,Negative
"Horrible smartphone, arrived damaged and broke after one use.",Negative
The headphones is awful. low quality and stopped working after first try.,Negative
Not happy with this headphones. poorly made and feels flimsy.,Negative
"Horrible quality camera. The style not as advertised, not recommended.",Negative
"Awful laptop! The style low quality, completely unusable.",Negative
Very frustrated with this laptop. flimsy materials and doesn’t work.,Negative
Not happy with this watch. flimsy materials and feels unreliable.,Negative
Terrible purchase! This laptop stopped working and is not durable.,Negative
"This book is junk. The sound flimsy materials, total disappointment.",Negative
Terrible purchase! This tablet not as advertised and is not reliable.,Negative
Really upset with this smartphone. low quality and totally poorly made.,Negative
This tablet failed me. arrived damaged and feels unreliable.,Negative
"This headphones is junk. The display stopped working, total disappointment.",Negative
Really disappointed with this headphones. It’s poorly made and not durable.,Negative
"This watch is terrible. The display flimsy materials, waste of money.",Negative
"This shoes is terrible. The durability low quality, waste of money.",Negative
"Horrible book, arrived damaged and broke after one use.",Negative
This watch failed me. low quality and feels unreliable.,Negative
Really bad laptop. difficult to use and not as described.,Negative
"This watch is terrible. The material flimsy materials, waste of money.",Negative
Very frustrated with this shirt. difficult to use and doesn’t work.,Negative
"Awful shirt! The features difficult to use, completely unusable.",Negative
Disappointing headphones. flimsy materials and poor customer service.,Negative
The smartphone is awful. arrived damaged and stopped working after first try.,Negative
"This camera is terrible. The design broke quickly, waste of money.",Negative
"Awful camera! The battery flimsy materials, completely unusable.",Negative
"This camera is a waste. The display broke quickly, very disappointing.",Negative
This watch is a scam. difficult to use and not worth the price.,Negative
Really disappointed with this headphones. It’s flimsy materials and not impressive.,Negative
This camera is a scam. difficult to use and not worth the price.,Negative
Very frustrated with this book. malfunctions often and doesn’t work.,Negative
This shoes failed me. low quality and feels cheap.,Negative
"Horrible quality shoes. The sound stopped working, not recommended.",Negative
This backpack is useless. difficult to use and broke quickly.,Negative
This camera failed me. difficult to use and feels poorly made.,Negative
"Awful smartphone! The features unreliable, completely unusable.",Negative
Terrible purchase! This shoes stopped working and is not awesome.,Negative
This backpack is useless. arrived damaged and broke quickly.,Negative
This book is useless. poorly made and broke quickly.,Negative
Really bad smartphone. low quality and not as described.,Negative
"Terrible backpack, unreliable and completely flimsy.",Negative
This laptop is a scam. arrived damaged and not worth the price.,Negative
Not happy with this shoes. unreliable and feels cheap.,Negative
Terrible purchase! This watch difficult to use and is not fantastic.,Negative
"This laptop is junk. The display broke quickly, total disappointment.",Negative
Really disappointed with this watch. It’s malfunctions often and not awesome.,Negative
Very frustrated with this shoes. not as advertised and doesn’t work.,Negative
Terrible purchase! This headphones malfunctions often and is not sleek.,Negative
Really upset with this shoes. not as advertised and totally poorly made.,Negative
Not happy with this shoes. arrived damaged and feels poorly made.,Negative
Really bad headphones. poorly made and not as described.,Negative
Not happy with this book. not as advertised and feels cheap.,Negative
This laptop failed me. low quality and feels unreliable.,Negative
Very frustrated with this shirt. broke quickly and doesn’t work.,Negative
Really upset with this shirt. low quality and totally cheap.,Negative
"This shoes is junk. The sound malfunctions often, total disappointment.",Negative
"This camera is a waste. The sound flimsy materials, very cheap.",Negative
"Horrible book, flimsy materials and broke after a month.",Negative
Very frustrated with this book. unreliable and doesn’t work.,Negative
"Horrible quality headphones. The style difficult to use, not recommended.",Negative
"Horrible quality shirt. The style broke quickly, not recommended.",Negative
Really upset with this watch. low quality and totally unreliable.,Negative
The camera is awful. stopped working and stopped working after a week.,Negative
"This smartphone is a letdown. The style unreliable, not worth it.",Negative
This laptop failed me. malfunctions often and feels disappointing.,Negative
Really disappointed with this shirt. It’s flimsy materials and not fantastic.,Negative
"This laptop is a letdown. The material not as advertised, not worth it.",Negative
"This headphones is terrible. The battery low quality, waste of money.",Negative
This shirt failed me. not as advertised and feels poorly made.,Negative
This smartphone failed me. stopped working and feels cheap.,Negative
The backpack is awful. not as advertised and stopped working after first try.,Negative
The smartphone is awful. low quality and stopped working after one use.,Negative
"Horrible quality smartphone. The comfort low quality, not recommended.",Negative
Really upset with this book. broke quickly and totally poorly made.,Negative
Really bad shoes. low quality and not as described.,Negative
This watch is a scam. arrived damaged and not worth the price.,Negative
This smartphone is useless. flimsy materials and broke quickly.,Negative
Not happy with this book. broke quickly and feels disappointing.,Negative
"Awful camera! The material stopped working, completely unusable.",Negative
This camera is a scam. arrived damaged and not worth the price.,Negative
"This shoes is terrible. The display stopped working, waste of money.",Negative
This shoes failed me. flimsy materials and feels unreliable.,Negative
"This camera is a waste. The features low quality, very disappointing.",Negative
This laptop failed me. poorly made and feels flimsy.,Negative
"This camera is a letdown. The comfort broke quickly, not worth it.",Negative
"Horrible quality shirt. The battery difficult to use, not recommended.",Negative
"This tablet is a waste. The style poorly made, very poorly made.",Negative
This shirt is a scam. difficult to use and not worth the price.,Negative
"This shirt is terrible. The style broke quickly, waste of money.",Negative
Really disappointed with this backpack. It’s broke quickly and not durable.,Negative
Disappointing book. broke quickly and poor customer service.,Negative
Very frustrated with this watch. unreliable and doesn’t work.,Negative
Not happy with this shoes. unreliable and feels flimsy.,Negative
"This smartphone is junk. The performance stopped working, total disappointment.",Negative
"Awful book! The design not as advertised, completely unusable.",Negative
This laptop is useless. stopped working and broke quickly.,Negative
I regret buying this tablet. flimsy materials and poor quality.,Negative
I regret buying this shoes. not as advertised and poor quality.,Negative
"This laptop is terrible. The durability broke quickly, waste of money.",Negative
Very frustrated with this smartphone. low quality and doesn’t work.,Negative
"Terrible shirt, arrived damaged and completely poorly made.",Negative
Terrible purchase! This headphones not as advertised and is not impressive.,Negative
"This smartphone is junk. The sound malfunctions often, total disappointment.",Negative
"Horrible quality laptop. The design unreliable, not recommended.",Negative
"Horrible camera, poorly made and broke after a week.",Negative
This tablet is a scam. stopped working and not worth the price.,Negative
This book is useless. broke quickly and broke quickly.,Negative
"Awful book! The material not as advertised, completely unusable.",Negative
Really bad shoes. flimsy materials and not as described.,Negative
Really upset with this headphones. malfunctions often and totally flimsy.,Negative
"This watch is junk. The display malfunctions often, total disappointment.",Negative
Disappointing watch. poorly made and poor customer service.,Negative
"Horrible headphones, arrived damaged and broke after first try.",Negative
"Terrible tablet, broke quickly and completely disappointing.",Negative
"This laptop is terrible. The comfort stopped working, waste of money.",Negative
"Terrible backpack, difficult to use and completely unreliable.",Negative
"Horrible tablet, arrived damaged and broke after a month.",Negative
This shirt is a scam. broke quickly and not worth the price.,Negative
This laptop is a scam. broke quickly and not worth the price.,Negative
This laptop failed me. stopped working and feels unreliable.,Negative
The shirt is awful. poorly made and stopped working after a week.,Negative
Terrible purchase! This shirt low quality and is not high-quality.,Negative
"Terrible camera, unreliable and completely flimsy.",Negative
Really disappointed with this tablet. It’s malfunctions often and not reliable.,Negative
Disappointing book. broke quickly and poor customer service.,Negative
Terrible purchase! This shirt stopped working and is not fantastic.,Negative
Really upset with this laptop. poorly made and totally cheap.,Negative
"Terrible backpack, stopped working and completely poorly made.",Negative
Really disappointed with this shoes. It’s arrived damaged and not durable.,Negative
The shirt is awful. poorly made and stopped working after first try.,Negative
Really upset with this laptop. stopped working and totally cheap.,Negative
"This headphones is junk. The design difficult to use, total disappointment.",Negative
Not happy with this laptop. low quality and feels poorly made.,Negative
I regret buying this tablet. malfunctions often and poor quality.,Negative
"This camera is a letdown. The material not as advertised, not worth it.",Negative
Really disappointed with this tablet. It’s malfunctions often and not great.,Negative
Really upset with this book. flimsy materials and totally unreliable.,Negative
This backpack is useless. stopped working and broke quickly.,Negative
Not happy with this camera. stopped working and feels disappointing.,Negative
This watch failed me. arrived damaged and feels cheap.,Negative
"This watch is a waste. The battery broke quickly, very cheap.",Negative
"Horrible quality headphones. The performance poorly made, not recommended.",Negative
This tablet is a scam. malfunctions often and not worth the price.,Negative
"Horrible tablet, broke quickly and broke after a month.",Negative
"Horrible backpack, unreliable and broke after a month.",Negative
Disappointing book. flimsy materials and poor customer service.,Negative
Really bad shoes. flimsy materials and not as described.,Negative
Really upset with this headphones. broke quickly and totally cheap.,Negative
Very frustrated with this book. broke quickly and doesn’t work.,Negative
Disappointing backpack. flimsy materials and poor customer service.,Negative
"Horrible smartphone, difficult to use and broke after a week.",Negative
"This watch is terrible. The durability stopped working, waste of money.",Negative
This book is a scam. malfunctions often and not worth the price.,Negative
Really disappointed with this headphones. It’s malfunctions often and not high-quality.,Negative
"This tablet is junk. The features malfunctions often, total disappointment.",Negative
"Terrible backpack, stopped working and completely flimsy.",Negative
The smartphone is awful. poorly made and stopped working after one use.,Negative
"This shoes is junk. The display difficult to use, total disappointment.",Negative
I regret buying this book. low quality and poor quality.,Negative
This laptop is useless. low quality and broke quickly.,Negative
"This tablet is a waste. The design broke quickly, very disappointing.",Negative
"Terrible laptop, unreliable and completely disappointing.",Negative
"Terrible watch, malfunctions often and completely flimsy.",Negative
"Awful headphones! The performance not as advertised, completely unusable.",Negative
This watch is useless. malfunctions often and broke quickly.,Negative
Terrible purchase! This book unreliable and is not great.,Negative
Really upset with this backpack. broke quickly and totally flimsy.,Negative
Disappointing shirt. malfunctions often and poor customer service.,Negative
Terrible purchase! This laptop broke quickly and is not reliable.,Negative
I regret buying this laptop. low quality and poor quality.,Negative
Really bad watch. malfunctions often and not as described.,Negative
"Horrible laptop, stopped working and broke after first try.",Negative
"This headphones is junk. The style broke quickly, total disappointment.",Negative
This shirt is useless. low quality and broke quickly.,Negative
"This book is terrible. The comfort malfunctions often, waste of money.",Negative
Really bad camera. arrived damaged and not as described.,Negative
This backpack is useless. malfunctions often and broke quickly.,Negative
This laptop is a scam. not as advertised and not worth the price.,Negative
"This backpack is a letdown. The material poorly made, not worth it.",Negative
"This tablet is a waste. The comfort malfunctions often, very flimsy.",Negative
"This laptop is a waste. The display poorly made, very unreliable.",Negative
Really bad book. malfunctions often and not as described.,Negative
Really bad backpack. broke quickly and not as described.,Negative
I regret buying this shirt. malfunctions often and poor quality.,Negative
Not happy with this backpack. broke quickly and feels poorly made.,Negative
Really bad watch. unreliable and not as described.,Negative
This smartphone is a scam. flimsy materials and not worth the price.,Negative
This backpack is useless. not as advertised and broke quickly.,Negative
This headphones failed me. poorly made and feels poorly made.,Negative
"Horrible headphones, arrived damaged and broke after first try.",Negative
I regret buying this shirt. low quality and poor quality.,Negative
Really bad headphones. stopped working and not as described.,Negative
"Awful smartphone! The material low quality, completely unusable.",Negative
I regret buying this laptop. unreliable and poor quality.,Negative
The smartphone is awful. difficult to use and stopped working after first try.,Negative
Really upset with this headphones. malfunctions often and totally poorly made.,Negative
"Horrible quality watch. The display difficult to use, not recommended.",Negative
Disappointing shirt. arrived damaged and poor customer service.,Negative
"This shirt is a letdown. The material malfunctions often, not worth it.",Negative
This camera is a scam. low quality and not worth the price.,Negative
"This laptop is a waste. The display malfunctions often, very poorly made.",Negative
"This smartphone is a waste. The durability unreliable, very disappointing.",Negative
"This headphones is terrible. The durability arrived damaged, waste of money.",Negative
"This watch is a letdown. The battery stopped working, not worth it.",Negative
Terrible purchase! This book flimsy materials and is not high-quality.,Negative
"This watch is a waste. The durability malfunctions often, very poorly made.",Negative
Really disappointed with this tablet. It’s unreliable and not fantastic.,Negative
Really bad smartphone. not as advertised and not as described.,Negative
I regret buying this tablet. low quality and poor quality.,Negative
"This headphones is a letdown. The design difficult to use, not worth it.",Negative
"This headphones is terrible. The sound stopped working, waste of money.",Negative
"This smartphone is terrible. The durability arrived damaged, waste of money.",Negative
Very frustrated with this backpack. poorly made and doesn’t work.,Negative
I regret buying this backpack. flimsy materials and poor quality.,Negative
I regret buying this camera. poorly made and poor quality.,Negative
"Terrible book, stopped working and completely unreliable.",Negative
Really bad headphones. malfunctions often and not as described.,Negative
"This laptop is junk. The style broke quickly, total disappointment.",Negative
This laptop failed me. stopped working and feels disappointing.,Negative
I regret buying this headphones. low quality and poor quality.,Negative
The tablet is awful. stopped working and stopped working after a few days.,Negative
Disappointing shoes. not as advertised and poor customer service.,Negative
Disappointing shoes. broke quickly and poor customer service.,Negative
"Awful tablet! The battery broke quickly, completely unusable.",Negative
I regret buying this watch. difficult to use and poor quality.,Negative
This smartphone failed me. difficult to use and feels poorly made.,Negative
This book is a scam. unreliable and not worth the price.,Negative
Not happy with this tablet. stopped working and feels disappointing.,Negative
"This laptop is terrible. The sound arrived damaged, waste of money.",Negative
This camera is useless. not as advertised and broke quickly.,Negative
"Terrible tablet, malfunctions often and completely poorly made.",Negative
Terrible purchase! This smartphone stopped working and is not high-quality.,Negative
Really upset with this shoes. stopped working and totally unreliable.,Negative
Disappointing tablet. arrived damaged and poor customer service.,Negative
"This tablet is terrible. The performance not as advertised, waste of money.",Negative
I regret buying this camera. difficult to use and poor quality.,Negative
Really upset with this laptop. difficult to use and totally unreliable.,Negative
Really disappointed with this laptop. It’s difficult to use and not great.,Negative
"Horrible headphones, flimsy materials and broke after a month.",Negative
"Horrible quality backpack. The material difficult to use, not recommended.",Negative
This backpack is useless. malfunctions often and broke quickly.,Negative
Not happy with this laptop. stopped working and feels poorly made.,Negative
This shoes failed me. broke quickly and feels flimsy.,Negative
"Awful book! The style malfunctions often, completely unusable.",Negative
"Terrible backpack, low quality and completely unreliable.",Negative
This shoes is useless. poorly made and broke quickly.,Negative
Really bad smartphone. poorly made and not as described.,Negative
"Horrible quality shirt. The style not as advertised, not recommended.",Negative
Terrible purchase! This book stopped working and is not sleek.,Negative
This shoes failed me. difficult to use and feels disappointing.,Negative
"This book is a letdown. The comfort low quality, not worth it.",Negative
Very frustrated with this headphones. broke quickly and doesn’t work.,Negative
"Horrible smartphone, arrived damaged and broke after first try.",Negative
Terrible purchase! This shirt unreliable and is not durable.,Negative
"This laptop is a waste. The style stopped working, very poorly made.",Negative
"This laptop is a letdown. The material difficult to use, not worth it.",Negative
Really upset with this watch. flimsy materials and totally flimsy.,Negative
"Awful book! The material stopped working, completely unusable.",Negative
"This tablet is junk. The battery unreliable, total disappointment.",Negative
"Horrible laptop, flimsy materials and broke after one use.",Negative
"This tablet is junk. The comfort flimsy materials, total disappointment.",Negative
Very frustrated with this laptop. not as advertised and doesn’t work.,Negative
Really upset with this headphones. poorly made and totally flimsy.,Negative
"Terrible book, not as advertised and completely unreliable.",Negative
I regret buying this smartphone. broke quickly and poor quality.,Negative
Terrible purchase! This watch broke quickly and is not superb.,Negative
Not happy with this laptop. malfunctions often and feels unreliable.,Negative
Really bad backpack. stopped working and not as described.,Negative
Really bad camera. poorly made and not as described.,Negative
Not happy with this watch. broke quickly and feels unreliable.,Negative
"Horrible quality headphones. The design flimsy materials, not recommended.",Negative
Really upset with this watch. arrived damaged and totally flimsy.,Negative
I regret buying this watch. stopped working and poor quality.,Negative
"Horrible laptop, arrived damaged and broke after a month.",Negative
Really upset with this shoes. flimsy materials and totally disappointing.,Negative
"Awful backpack! The display poorly made, completely unusable.",Negative
Terrible purchase! This camera arrived damaged and is not superb.,Negative
Terrible purchase! This smartphone not as advertised and is not superb.,Negative
Disappointing backpack. broke quickly and poor customer service.,Negative
Really disappointed with this smartphone. It’s difficult to use and not impressive.,Negative
I regret buying this headphones. flimsy materials and poor quality.,Negative
"This shirt is terrible. The performance malfunctions often, waste of money.",Negative
"This camera is terrible. The style broke quickly, waste of money.",Negative
